Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,asin,text,title,location_and_date,verified,rating
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,"I've bought this product from Sephora for years, and now it's unavailable at Sephora, so i purchased on Amazon.  I am currently wearing a mask because this product or new version of this product has completely broken out my face on my temples, under/around my lip area, and under my eyes.  My skin completely rejected this version of the product, and I hate the way my skin looks.  How does something that used to make my skin look amazing now ruin my skin for a whole week?  I love the rest of the olhenriksen line, but I will continue to purchase from sephora because this was not it.",No,"Reviewed in the United States on June 7, 2023",TRUE,5
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,I love this stuff. I found it on sale at TJMaxx. Then I found another serum of the same brand. NO. This is THE ONE!!! It really does work.,I struck gold!,"Reviewed in the United States on May 3, 2023",TRUE,5
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,"Package was destroyed. Maybe this is a damaged package/ buyer got a discount to resell kind of thing. But definitely not brand new. Either very old product, or box was damaged.",I don’t even know,"Reviewed in the United States on February 20, 2023",TRUE,3
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,"Love this ! Their products even my skin tone, brighten up my dull skin, and moisturize!",A must have!,"Reviewed in the United States on June 3, 2021",TRUE,5
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,"The OleHenriksen Invigortating Night Transformation Gel arrived in a warped product box that looked aged & missing the paint on the box corners & edges,- like had been stored in a sunny window or had gotten wet & dried out.  There was no mfg. seal on the box.  It looked so bad that I called customer service at OleHenriksen website to see if it was still a current product that THEY sell.  Their rep checked & had no rcd of that product in their inventory.  No telling how old the product is, if the actual mfg. website doesnt even show it.  So,  I didnt want to put it on my face, but tried it out on hands, below my neck,(to see if over the time from date of rcpt) trying to be fair. Sometimes if isnt too old,- still may be good,  but I think whatever shelf life this had, it has expired.  I had no idea this was old product when I ordered, because I had only been using OleHenriksen products for a few weeks prior to my order & had purchased them from a different seller.  To say the least,- I was shocked to see this item when I opened my delivery.I dont think this seller should have even offered it for sale, much less, gone ahead & shipped it.",OLD PRODUCT,"Reviewed in the United States on July 8, 2023",TRUE,1
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,Perfect combo of gentle and productive.,Loooove,"Reviewed in the United States on December 3, 2020",TRUE,5
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,"I ordered my first bottle from here, came in the box looking new. When I started to run out I ordered two more and the product that came in the mail looked darker and the bottle itself looks reused and there was no box, just loosely shipped out in a bag with a little bit of paper. There’s stickers all over it as well. Not sure what’s different since I made sure to reorder from the same place as before?",This looks reused.,"Reviewed in the United States on April 28, 2022",TRUE,2
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,This product smells absolutely disgusting and it looks like it was used!!,Smells terrible,"Reviewed in the United States on May 2, 2023",TRUE,1
Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Glycolic Acid, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Parfum/, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,B08CL4P2MR,Don't care for smell,Weird smell,"Reviewed in the United States on April 11, 2022",TRUE,1
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,"Love this line. I use the eye cream & daytime moisturizer. I originally bought in travel size for convenience - have used the products since.Light, pleasant smell, effective. dermatologist asked what I was using & said my skin looked really good- I’m 58.",Excellent skin care.,"Reviewed in the United States on September 1, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,Love this whole skincare line but the essence is super expensive. Otherwise it would be 5 stars.,Love this stuff,"Reviewed in the United States on August 3, 2023",TRUE,4
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,I originally tried this product in a sample size.  It was gentle and non-irritating. It moisturizes and calms. I decided it was worth the price of the full size.  One only needs about a teaspoon in the palm of the hand to pat on the  face. It is like a toner and is a great first step after cleansing.  I have been very pleased with Tatcha's products.It arrived quickly and was packaged well.,Easy to use and refreshing.,"Reviewed in the United States on May 28, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,Instant moisturizer. Uses twice a day and have great skin.,Wouldn’t want to go without it.,"Reviewed in the United States on July 31, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,High quality and very good for skin,Very nice product with multiple uses,"Reviewed in the United States on March 16, 2023",TRUE,4
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,"I've tried every essence and hydrating toner there is. I like this and sk ii the best. I can't tell which of those two brands I like more, but this one is cheaper so it's probably going to be my ""go to."" It helps calm down redness and just keeps everything supple for longer.",A good hydrating essence!,"Reviewed in the United States on February 14, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,Awesome product,Best skin product I have ever used,"Reviewed in the United States on May 28, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,"I love Tatcha products, but I don't recommend ordering from amazon. Tatcha offers beautiful packaging that keeps the product safe during transport. My order from amazon was in a cheap plastic bag and the box was mangled and half open.",Ordering from Tatcha is better.,"Reviewed in the United States on September 10, 2023",TRUE,2
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,I LOVE this product. It’s so gentle and makes your skin feel so soft.,Amazing,"Reviewed in the United States on April 19, 2023",TRUE,5
Moisturizer,TATCHA,The Essence Plumping Skin Softener,95,4.4,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, Propanediol, Soy Amino Acids, Yeast Extract, Ethylhexylglycerin, Sodium Dilauramidoglutamide Lysine, Phenoxyethanol Hadasei-3.",1,1,1,1,1,B07F1ZMLK3,"I absolutely love this product. My face is super soft throughout the day and feels very moisturized throughout the day. I recently started using this product after getting a chemical burn from another product and this soothed my face instantly.Just a small amount does so much so the value for money is fine, it's definitely very moisturizing and I haven't noticed much of a scent.",Great product,"Reviewed in the United States on August 9, 2022",TRUE,5
Moisturizer,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,48,4.4,"Glyceryl Stearate Citrate, Dicaprylyl Carbonate, Triheptanoin, Alcohol Denat., Behenyl Alcohol, Glyceryl Stearate, Aloe Barbadensis Leaf Juice, Isodecyl Neopentanoate, Simmondsia Chinensis, (Jojoba) Seed Oil, Cera Alba/Beeswax/Cire D'abeille, Lecithin, Imperata Cylindrica Root Extract, Acacia Decurrens/Jojoba/Sunflower Seed Wax, Polyglyceryl-3 Esters, Rosa Canina Fruit Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ascorbyl Tetraisopalmitate, Carbomer, Cetearyl Alcohol, Distarch, Phosphate, Galactoarabinan, Glycine Soja (Soybean), Oil, Glycine Soja (Soybean) Sterols, Helianthus, Annuus (Sunflower) Seed Oil, Hydrolyzed Sodium, Hyaluronate, Hydroxyethyl Acrylate/Sodium, Acryloyldimethyl Taurate Copolymer, Lactic Acid, Parfum/, Rosa Canina, Fruit Extract, Rosmarinus Officinalis (Rosemary), Leaf Extract, Rosmarinus Officinalis (Rosemary), Extract, Sodium Benzoate, Sodium Gluceptate, Sodium Hydroxide, Tetrahydrodiferuloylmethane, Tocopherol, Tocopheryl Acetate, Xanthan Gum.",1,1,1,1,1,B0B2WXCXB6,good smell. It’s like a plan oils I don’t use it.,oil,"Reviewed in the United States on September 5, 2023",TRUE,2
Moisturizer,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,60,4.7,"Avobenzone, Homosalate, Octisalate, Octocrylene, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Rosa Damascena Flower Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Carthamus Tinctorius (Safflower) Seed Oil, Myristica Fragrans (Nutmeg) Kernel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Litsea Cubeba Fruit Oil, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Potassium Sorbate, Disodium Edta, Mica",1,1,1,0,1,B06XR2QKT8,For me it’s the best  anti aging moisturizer on the market,Love this cream!,"Reviewed in the United States on October 29, 2023",TRUE,5
Moisturizer,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,60,4.7,"Avobenzone, Homosalate, Octisalate, Octocrylene, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Rosa Damascena Flower Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Carthamus Tinctorius (Safflower) Seed Oil, Myristica Fragrans (Nutmeg) Kernel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Litsea Cubeba Fruit Oil, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Potassium Sorbate, Disodium Edta, Mica",1,1,1,0,1,B06XR2QKT8,"I've used this product for years, and absolutely  love it!",Love this product!,"Reviewed in the United States on October 9, 2023",TRUE,5
Moisturizer,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,60,4.7,"Avobenzone, Homosalate, Octisalate, Octocrylene, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Rosa Damascena Flower Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Carthamus Tinctorius (Safflower) Seed Oil, Myristica Fragrans (Nutmeg) Kernel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Litsea Cubeba Fruit Oil, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Potassium Sorbate, Disodium Edta, Mica",1,1,1,0,1,B06XR2QKT8,"I have been using this product for years.  The scent is light and pleasant.  The texture is creamy, but not light.  It goes on the skin smoothly and you can put makeup on easily over it.  It is pricey, but worth it if you want to treat yourself to a nice moisturizer.",Excellent moisturizer,"Reviewed in the United States on August 28, 2023",TRUE,5
Moisturizer,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,60,4.7,"Avobenzone, Homosalate, Octisalate, Octocrylene, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Rosa Damascena Flower Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Carthamus Tinctorius (Safflower) Seed Oil, Myristica Fragrans (Nutmeg) Kernel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Litsea Cubeba Fruit Oil, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Potassium Sorbate, Disodium Edta, Mica",1,1,1,0,1,B06XR2QKT8,Nice product,Nice,"Reviewed in the United States on August 24, 2023",TRUE,5
